Match format,Day number,Local team id,Local team name,Visitor team id,Visitor team name,Player 1 Name,Player 1 License,Player 1 Letter,Player 2 Name,Player 2 License,Player 2 Letter,Player 1-2 Name,Player 1-2 License,Player 2-2 Name,Player 2-2 License,Set 1,Set 2,Set 3,Set 4,Set 5,Result,Score Count
singles,1,2017552,FUNDACION CAJASOL HISPALIS,14052,HUJASE - CLÍNICA CÁMARA,MIREIA CIFUENTES FERNANDEZ, 8643,A,PILAR GARCIA SORIANO, 7622,Y,,,,,5-11,11-9,11-5,8-11,5-11,2-3,0 - 1
singles,1,2017552,FUNDACION CAJASOL HISPALIS,14052,HUJASE - CLÍNICA CÁMARA,MARIA VINTILA TIFACHI, 742,B,JESSICA SILVA PRATES, 28888,X,,,,,11-7,8-11,9-11,11-9,11-9,3-2,1 - 1
singles,1,2017552,FUNDACION CAJASOL HISPALIS,14052,HUJASE - CLÍNICA CÁMARA,LUISA ALEJANDRA CARDOZO MENDOZA, 29383,C,ANGELA GARCIA PEREZ, 7126,Z,,,,,11-6,8-11,11-5,11-6,,3-1,2 - 1
singles,1,2017552,FUNDACION CAJASOL HISPALIS,14052,HUJASE - CLÍNICA CÁMARA,MIREIA CIFUENTES FERNANDEZ, 8643,A,JESSICA SILVA PRATES, 28888,X,,,,,11-7,14-12,11-6,,,3-0,3 - 1
singles,1,2017552,FUNDACION CAJASOL HISPALIS,14052,HUJASE - CLÍNICA CÁMARA,LUISA ALEJANDRA CARDOZO MENDOZA, 29383,C,PILAR GARCIA SORIANO, 7622,Y,,,,,9-11,11-8,11-7,5-11,11-9,3-2,4 - 1
singles,1,2017552,FUNDACION CAJASOL HISPALIS,14052,HUJASE - CLÍNICA CÁMARA,ANGELA PALOMO SANCHEZ, 21967,B,ANGELA GARCIA PEREZ, 7126,Z,,,,,12-10,4-11,6-11,11-5,7-11,2-3,4 - 2
singles,2,1440,TECNIGEN LINARES,2017552,FUNDACION CAJASOL HISPALIS,JUDITH COBAS PENA, 9186,A,LUISA ALEJANDRA CARDOZO MENDOZA, 29383,Y,,,,,11-7,11-9,12-10,,,3-0,1 - 0
singles,2,1440,TECNIGEN LINARES,2017552,FUNDACION CAJASOL HISPALIS,CRISTINA PRIETO MORENO, 19227,B,MARIA VINTILA TIFACHI, 742,X,,,,,2-11,8-11,4-11,,,0-3,1 - 1
singles,2,1440,TECNIGEN LINARES,2017552,FUNDACION CAJASOL HISPALIS,YANIRA SÁNCHEZ ALBA, 21176,C,MIREIA CIFUENTES FERNANDEZ, 8643,Z,,,,,9-11,11-9,2-11,8-11,,1-3,1 - 2
singles,2,1440,TECNIGEN LINARES,2017552,FUNDACION CAJASOL HISPALIS,JUDITH COBAS PENA, 9186,A,MARIA VINTILA TIFACHI, 742,X,,,,,11-8,12-10,6-11,11-9,,3-1,2 - 2
singles,2,1440,TECNIGEN LINARES,2017552,FUNDACION CAJASOL HISPALIS,YANIRA SÁNCHEZ ALBA, 21176,C,LUISA ALEJANDRA CARDOZO MENDOZA, 29383,Y,,,,,11-7,12-10,9-11,11-5,,3-1,3 - 2
singles,2,1440,TECNIGEN LINARES,2017552,FUNDACION CAJASOL HISPALIS,CRISTINA PRIETO MORENO, 19227,B,MIREIA CIFUENTES FERNANDEZ, 8643,Z,,,,,4-11,9-11,7-11,,,0-3,3 - 3
doubles,2,1440,TECNIGEN LINARES,2017552,FUNDACION CAJASOL HISPALIS,,,D,,,D,JUDITH COBAS PENA,9186,YANIRA SÁNCHEZ ALBA,21176,11-9,11-8,11-7,,,3-0,4 - 3
singles,3,2017552,FUNDACION CAJASOL HISPALIS,1112,BALAGUER - CUDOS CONSULTORS,GEMMA LLADONOSA ARRUFAT, 16288,A,ANGELA PALOMO SANCHEZ, 21967,Y,,,,,11-13,11-5,11-4,11-8,,3-1,1 - 0
singles,3,2017552,FUNDACION CAJASOL HISPALIS,1112,BALAGUER - CUDOS CONSULTORS,VINYET SOLANS VISCASILLAS, 18122,B,LUISA ALEJANDRA CARDOZO MENDOZA, 29383,X,,,,,7-11,11-6,4-11,3-11,,1-3,1 - 1
singles,3,2017552,FUNDACION CAJASOL HISPALIS,1112,BALAGUER - CUDOS CONSULTORS,ANETA OLENDZKA, 31925,C,MIREIA CIFUENTES FERNANDEZ, 8643,Z,,,,,11-9,11-9,11-9,,,3-0,2 - 1
singles,3,2017552,FUNDACION CAJASOL HISPALIS,1112,BALAGUER - CUDOS CONSULTORS,GEMMA LLADONOSA ARRUFAT, 16288,A,LUISA ALEJANDRA CARDOZO MENDOZA, 29383,X,,,,,7-11,5-11,10-12,,,0-3,2 - 2
singles,3,2017552,FUNDACION CAJASOL HISPALIS,1112,BALAGUER - CUDOS CONSULTORS,ANETA OLENDZKA, 31925,C,ANGELA PALOMO SANCHEZ, 21967,Y,,,,,11-6,11-1,11-4,,,3-0,3 - 2
singles,3,2017552,FUNDACION CAJASOL HISPALIS,1112,BALAGUER - CUDOS CONSULTORS,VINYET SOLANS VISCASILLAS, 18122,B,MIREIA CIFUENTES FERNANDEZ, 8643,Z,,,,,0-11,2-11,6-11,,,0-3,3 - 3
doubles,3,2017552,FUNDACION CAJASOL HISPALIS,1112,BALAGUER - CUDOS CONSULTORS,,,D,,,D,GEMMA LLADONOSA ARRUFAT,16288,ANETA OLENDZKA ,31925,11-7,5-11,11-7,9-11,11-8,3-2,4 - 3
